问一下宫颈外翻表征是啥,"['问', '一下', '宫颈外翻', '表征', '是', '啥']",临床表现(病症表现),3
哨兵痔能治吗,"['哨兵痔', '能治', '吗']",治愈率,8
最近血压持续不下，像这个问题我可以怎么办呢？,"['最近', '血压', '持续', '不下', '，', '像', '这个', '问题', '我', '可以', '怎么办', '呢', '？']",治疗方法,5
长期心绞痛有什么危害,"['长期', '心绞痛', '有', '什么', '危害']",其他,12
腭咽闭合不全看什么医生,"['腭咽闭合不全', '看', '什么', '医生']",所属科室,6
心脏病高血压吃什么好,"['心脏病', '高血压', '吃', '什么', '好']",预防,2
腿抽筋怎么办,"['腿抽筋', '怎么办']",治疗方法,5
肛门长痔疮，用什么药好？,"['肛门', '长', '痔疮', '，', '用', '什么', '药好', '？']",治疗方法,5
德维是不是可以跟钙片一起吃呢？,"['德维', '是不是', '可以', '跟', '钙片', '一起', '吃', '呢', '？']",禁忌,9
右肾结石，右肾轻度积水,"['右', '肾结石', '，', '右肾', '轻度', '积水']",临床表现(病症表现),3
"复方地芬诺酯片,孕妇能吃吗?","['复方', '地芬诺酯', '片', ',', '孕妇', '能', '吃', '吗', '?']",禁忌,9
最近，老是肚子疼怎么回事,"['最近', '，', '老是', '肚子疼', '怎么回事']",病因,1
如果得了裂头蚴病做啥体检呢？,"['如果', '得', '了', '裂头蚴病', '做', '啥', '体检', '呢', '？']",化验/体检方案,10
尖锐湿疣怎么治？已经看了两个月的医生了…,"['尖锐湿疣', '怎么', '治', '？', '已经', '看', '了', '两个', '月', '的', '医生', '了', '…']",治疗方法,5
你好，请问一下，得了肾结石，吃什么药会比较好呢？,"['你好', '，', '请问', '一下', '，', '得', '了', '肾结石', '，', '吃', '什么', '药会', '比较', '好', '呢', '？']",治疗方法,5
恒古骨伤愈合剂的使用有效期是多长时间呢？,"['恒古骨', '伤愈', '合剂', '的', '使用', '有效期', '是', '多长时间', '呢', '？']",其他,12
乳腺癌妊娠期可以采用内分泌治疗么,"['乳腺癌', '妊娠期', '可以', '采用', '内分泌', '治疗', '么']",治疗方法,5
肚子好象有点涨一直哭,"['肚子', '好象', '有点', '涨', '一直', '哭']",临床表现(病症表现),3
你好，麻烦问一下阴道蚂蟥叮吸有什么共现,"['你好', '，', '麻烦', '问', '一下', '阴道蚂蟥叮吸', '有', '什么', '共现']",相关病症,4
先天性的左肺动脉狭窄,"['先天性', '的', '左', '肺动脉', '狭窄']",临床表现(病症表现),3
你好，请问有喜树碱软膏吗？,"['你好', '，', '请问', '有', '喜树碱', '软膏', '吗', '？']",其他,12
我该如何防止筋瘤,"['我该', '如何', '防止', '筋瘤']",预防,2
冒昧问一下外阴神经纤维瘤会传染给其他人吗？,"['冒昧', '问', '一下', '外阴神经纤维瘤', '会', '传染给', '其他人', '吗', '？']",传染性,7
孕妇可以用牙膏涂肛门吗,"['孕妇', '可以', '用', '牙膏', '涂', '肛门', '吗']",禁忌,9
请问得了拇囊炎的症状,"['请问', '得', '了', '拇囊炎', '的', '症状']",临床表现(病症表现),3
能否告知先天性肺囊肿的释义,"['能否', '告知', '先天性肺囊肿', '的', '释义']",定义,0
头晕有点脑积水还有点血压高,"['头晕', '有点', '脑积水', '还', '有点', '血压高']",临床表现(病症表现),3
痔疮的原因有哪些？,"['痔疮', '的', '原因', '有', '哪些', '？']",病因,1
着床后会造成心悸吗,"['着床', '后', '会', '造成', '心悸', '吗']",临床表现(病症表现),3
急性心力衰竭看啥科呢,"['急性心力衰竭', '看', '啥', '科', '呢']",所属科室,6
过紧的矫形内衣会引起乳腺癌吗,"['过紧', '的', '矫形', '内衣', '会', '引起', '乳腺癌', '吗']",病因,1
主动脉瘤需要做什么检查,"['主动脉瘤', '需要', '做', '什么', '检查']",化验/体检方案,10
病毒性感冒要花多少时间治好,"['病毒性感冒', '要花', '多少', '时间', '治', '好']",治疗时间,11
直肠脱垂怎么治疗,"['直肠脱垂', '怎么', '治疗']",治疗方法,5
深脓疱病治好希望大么？,"['深脓疱病', '治', '好', '希望', '大', '么', '？']",治愈率,8
19岁胸疼是否正常，还是病呢？,"['19', '岁', '胸疼', '是否', '正常', '，', '还是', '病', '呢', '？']",临床表现(病症表现),3
过敏性哮喘怎么治，能去根吗,"['过敏性哮喘', '怎么', '治', '，', '能', '去', '根', '吗']",治愈率,8
鼻涕流了很多还打喷涕,"['鼻涕', '流', '了', '很多', '还', '打', '喷涕']",治疗方法,5
如果得了肘内翻畸形要治多久,"['如果', '得', '了', '肘内翻畸形', '要治', '多久']",治疗时间,11
我该如何绕开先天性肠闭锁,"['我该', '如何', '绕开', '先天性肠闭锁']",预防,2
日常该如何防控肿瘤,"['日常', '该', '如何', '防控', '肿瘤']",预防,2
先天性巨结肠手术10年了，现肛门不大如何治疗？,"['先天性巨结肠', '手术', '10', '年', '了', '，', '现', '肛门', '不', '大', '如何', '治疗', '？']",治疗方法,5
你好，麻烦问一下棘上韧带损伤治疗时间长吗,"['你好', '，', '麻烦', '问', '一下', '棘上韧带损伤', '治疗', '时间', '长', '吗']",治疗时间,11
心肌梗塞并发心室间隔穿破是什么病,"['心肌梗塞并发心室间隔穿破', '是', '什么', '病']",定义,0
请问月经推迟九天还没来是绝经吗？,"['请问', '月经', '推迟', '九天', '还', '没来', '是', '绝经', '吗', '？']",定义,0
你好，麻烦问一下疝气治好希望大么？,"['你好', '，', '麻烦', '问', '一下', '疝气', '治', '好', '希望', '大', '么', '？']",治愈率,8
如果得了心房内传导阻滞症状,"['如果', '得', '了', '心房内传导阻滞', '症状']",临床表现(病症表现),3
妊娠合并动脉导管未闭是什么病,"['妊娠合并动脉导管未闭', '是', '什么', '病']",定义,0
腹痛是怎么回事啊？,"['腹痛', '是', '怎么回事', '啊', '？']",病因,1
宝宝56天了。大便是青色的怎么了,"['宝宝', '56', '天', '了', '。', '大', '便是', '青色', '的', '怎么', '了']",病因,1
脑血栓后遗症眩晕眼花咋办？,"['脑血栓', '后遗症', '眩晕', '眼花', '咋办', '？']",治疗方法,5
咋避开牙斑,"['咋', '避开', '牙斑']",预防,2
碘酒可不可以擦到接近眼睛处,"['碘酒', '可不可以', '擦', '到', '接近', '眼睛', '处']",其他,12
虹膜囊肿化验什么啊,"['虹膜囊肿', '化验', '什么', '啊']",化验/体检方案,10
7岁女童最近常常肚子疼,"['7', '岁', '女童', '最近', '常常', '肚子疼']",临床表现(病症表现),3
问一下脊柱裂病症表现,"['问', '一下', '脊柱裂', '病症', '表现']",临床表现(病症表现),3
请问有医生说经期可以性交真的吗？,"['请问', '有', '医生', '说', '经期', '可以', '性交', '真的', '吗', '？']",其他,12
阴茎短小，硬度不够,"['阴茎', '短小', '，', '硬度', '不够']",其他,12
请问阴道冲洗器具体怎么操作？,"['请问', '阴道', '冲洗器', '具体', '怎么', '操作', '？']",其他,12
睑外翻治愈概率几成,"['睑外翻', '治愈', '概率', '几成']",治愈率,8
关于婴儿便秘的问题,"['关于', '婴儿', '便秘', '的', '问题']",治疗方法,5
男人尿不尽吃什么药,"['男人', '尿', '不尽', '吃', '什么', '药']",治疗方法,5
请问月经前后有偏头疼是怎么回事？,"['请问', '月经', '前后', '有', '偏头疼', '是', '怎么回事', '？']",病因,1
请问阴道有黑色的分泌物怎么办？,"['请问', '阴道', '有', '黑色', '的', '分泌物', '怎么办', '？']",其他,12
请问怀孕9个月的胎儿心脏缺一块怎么办？,"['请问', '怀孕', '9', '个', '月', '的', '胎儿', '心脏', '缺', '一块', '怎么办', '？']",治疗方法,5
问一下银杏中毒表征是啥,"['问', '一下', '银杏中毒', '表征', '是', '啥']",临床表现(病症表现),3
痔疮到省立医院挂什么科？,"['痔疮', '到', '省立医院', '挂', '什么', '科', '？']",所属科室,6
心包摩擦音是什么病？,"['心包', '摩擦音', '是', '什么', '病', '？']",定义,0
什么使乳腺癌的发病增加,"['什么', '使', '乳腺癌', '的', '发病', '增加']",病因,1
宝宝不肯吃饭是什么原因？,"['宝宝', '不肯', '吃饭', '是', '什么', '原因', '？']",病因,1
间插血吸虫病要做什么化验治疗吗,"['间插血吸虫病', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
痔疮早期是什么感觉？,"['痔疮', '早期', '是', '什么', '感觉', '？']",相关病症,4
尿急、痛，小便后发现尿中有点血，没有尿也想上厕所,"['尿急', '、', '痛', '，', '小便', '后', '发现', '尿中', '有点', '血', '，', '没有', '尿', '也', '想', '上', '厕所']",临床表现(病症表现),3
请问阴道异味瘙痒白带很多应该如何治疗？,"['请问', '阴道', '异味', '瘙痒', '白带', '很多', '应该', '如何', '治疗', '？']",治疗方法,5
"怀孕7个月了,胃痛怎么办","['怀孕', '7', '个', '月', '了', ',', '胃痛', '怎么办']",治疗方法,5
妊娠合并重症肌无力怎么办,"['妊娠合并重症肌无力', '怎么办']",治疗方法,5
阴囊下与肛门之间有肿物呈动脉现象是什么,"['阴囊', '下', '与', '肛门', '之间', '有', '肿物', '呈', '动脉', '现象', '是', '什么']",病因,1
您好舌咽神经损伤治愈需要几年,"['您好', '舌咽神经损伤', '治愈', '需要', '几年']",治疗时间,11
小孩五个月八天老拉肚子一个月了,"['小孩', '五个', '月', '八天', '老', '拉肚子', '一个月', '了']",临床表现(病症表现),3
婴儿可以经常葡萄糖水吗,"['婴儿', '可以', '经常', '葡萄糖', '水', '吗']",禁忌,9
脊柱骨折手术做了一年了可以考虑怀孕吗,"['脊柱骨折', '手术', '做', '了', '一年', '了', '可以', '考虑', '怀孕', '吗']",治疗方法,5
间质性肺炎的早期症状是什么,"['间质性肺炎', '的', '早期', '症状', '是', '什么']",临床表现(病症表现),3
请问下这是单纯的白带还是白带精液混合斑,"['请问', '下', '这', '是', '单纯', '的', '白带', '还是', '白带', '精液', '混合', '斑']",定义,0
医生你好:请问黑木耳粥真的对脑血栓有疗效吗？,"['医生', '你好', ':', '请问', '黑木耳', '粥', '真的', '对', '脑血栓', '有', '疗效', '吗', '？']",其他,12
如果得了畸形性吞咽困难治疗时间长吗,"['如果', '得', '了', '畸形性吞咽困难', '治疗', '时间', '长', '吗']",治疗时间,11
高压93低压67还需要继续喝厄贝沙坦分散片吗,"['高压', '93', '低压', '67', '还', '需要', '继续', '喝', '厄', '贝沙坦', '分散片', '吗']",治疗方法,5
如何预防脑疝,"['如何', '预防', '脑疝']",预防,2
"痔疮手术后大便后肛肠头下来,手压才进去，怎么办？","['痔疮', '手术', '后', '大便', '后', '肛肠', '头', '下来', ',', '手压', '才', '进去', '，', '怎么办', '？']",治疗方法,5
小儿脑震荡怎么办,"['小儿脑震荡', '怎么办']",治疗方法,5
我已经两个月没有来月经了,"['我', '已经', '两个', '月', '没有', '来', '月经', '了']",临床表现(病症表现),3
尿路感染会引起发烧吗？,"['尿路感染', '会', '引起', '发烧', '吗', '？']",相关病症,4
白癜风的用药上需要注意什么,"['白癜风', '的', '用药', '上', '需要', '注意', '什么']",禁忌,9
1岁半的宝宝不吃饭怎么办？,"['1', '岁', '半', '的', '宝宝', '不', '吃饭', '怎么办', '？']",治疗方法,5
脑血栓病人看东西感觉在晃动头发昏,"['脑血栓', '病人', '看', '东西', '感觉', '在', '晃动', '头发', '昏']",相关病症,4
请问例假血色白带怎么办？,"['请问', '例假', '血色', '白带', '怎么办', '？']",治疗方法,5
肾结石吃什么药效果好？,"['肾结石', '吃', '什么', '药', '效果', '好', '？']",治疗方法,5
请问阴道炎对月经有没有影响？,"['请问', '阴道炎', '对', '月经', '有没有', '影响', '？']",其他,12
总想上厕所怎么回事？,"['总想', '上', '厕所', '怎么回事', '？']",临床表现(病症表现),3
请问白带黄色考虑霉菌性阴道炎怎么治疗？,"['请问', '白带', '黄色', '考虑', '霉菌性阴道炎', '怎么', '治疗', '？']",治疗方法,5
药流后的复查是什么时候？,"['药流后', '的', '复查', '是', '什么', '时候', '？']",病因,1
酒精性心肌病是什么病,"['酒精性心肌病', '是', '什么', '病']",定义,0
小儿颅内出血是什么病？,"['小儿颅内出血', '是', '什么', '病', '？']",定义,0
先天性心脏病患者，可不可以使用增乳产品啊？,"['先天性心脏病', '患者', '，', '可不可以', '使用', '增乳', '产品', '啊', '？']",其他,12
脱肛怎样治,"['脱肛', '怎样治']",治疗方法,5
您好血虚头痛传染性强吗,"['您好', '血虚头痛', '传染性', '强', '吗']",传染性,7
严重失眠,"['严重', '失眠']",临床表现(病症表现),3
您好痉挛性脑瘫要做什么化验治疗吗,"['您好', '痉挛性脑瘫', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
怎么治疗姿态性腰腿痛,"['怎么', '治疗', '姿态性腰腿痛']",治疗方法,5
我该怎样避开寻常狼疮,"['我该', '怎样', '避开', '寻常狼疮']",预防,2
您好，肝郁气滞会累及心悸心虚吗？,"['您好', '，', '肝郁', '气滞', '会', '累及', '心悸', '心虚', '吗', '？']",相关病症,4
有了高血压有二十五年吃施慧达降压片,"['有', '了', '高血压', '有', '二十五年', '吃', '施慧达', '降压片']",其他,12
请问阴道有黑色的分泌物怎么办？,"['请问', '阴道', '有', '黑色', '的', '分泌物', '怎么办', '？']",治疗方法,5
心绞痛换个姿势睡觉会好吗,"['心绞痛', '换个', '姿势', '睡觉', '会', '好', '吗']",预防,2
您好脉络膜裂伤是否会传染？,"['您好', '脉络膜裂伤', '是否', '会', '传染', '？']",传染性,7
如何预防高热惊厥？,"['如何', '预防', '高热', '惊厥', '？']",预防,2
酸腿疼爱出汗消化不好大便不成型失眠多梦,"['酸腿', '疼爱', '出汗', '消化', '不好', '大便', '不', '成型', '失眠', '多梦']",临床表现(病症表现),3
如果得了瘢痕癌可以治好吗,"['如果', '得', '了', '瘢痕癌', '可以', '治好', '吗']",治愈率,8
